gene_symbol,logFC,adj_pvalue
C6orf211,-0.15013017946255403,0.15525647599774903
RHOA,-0.15949924938263038,0.15525828668464225
RASL10B,0.18877965072909308,0.15526811318321854
NDUFB2,0.1894528133635589,0.15527143942550334
GRB10,-0.1599560498625321,0.15538089456995746
CREB1,-0.17974735500241934,0.15552496457095522
C16orf79,-0.1664362627951954,0.15564228602883662
LOC100131139,-0.2043115781274807,0.15564911427797554
NRSN2,-0.22604657654059146,0.15566589865620514
TM9SF1,-0.15142133339082342,0.15577423287546838
LMO4,0.19657940742904678,0.1557896598470575
MYOG,0.14829101299548952,0.15585893561264386
LRRC28,0.19152555609564814,0.15589557518948757
ANKRD17,-0.17570709841390375,0.1559521701007024
PRPF6,-0.17623804718848568,0.15598593665012028
S100A10,0.18570102156611412,0.15606838328669628
TDRD1,0.1751231896722487,0.1560703871352211
CDKN1B,-0.18374756940578507,0.1561685955102876
NAB1,-0.21526418257947277,0.15618860081857694
ENPP2,0.17161896066330762,0.15622542484697316
NLRP3,0.163707659521795,0.1562356624485704
COL13A1,-0.1741776111959732,0.15623618290731
NCRNA00094,-0.15908435418720934,0.1562423304717033
ARHGAP11B,-0.1840455969225001,0.15630543851730785
LOC727866,-0.15028693683720462,0.15630727573258707
C14orf37,-0.16537436243335613,0.15631215229926917
KIAA0947,-0.1764893658330804,0.1564139680592251
ABTB1,0.17330410164340293,0.15641772624864397
RAB11B,-0.16820617748436728,0.15646073453036866
TUBD1,0.1539595923973076,0.15653877487029816
SF1,-0.15981890313802616,0.15655103561885628
KLF12,0.15903197923928492,0.15661650504925434
TESK2,-0.14655709375293657,0.15668114919516002
SEMA4B,0.16186757485404613,0.15668124549712287
CCT6P1,-0.17266892957082458,0.15669050859374872
ANXA2,-0.17664169475184188,0.15672571461588242
THYN1,-0.17333876132899384,0.1567613071173643
C21orf58,0.2555529351083585,0.15677841006492738
OSBPL10,-0.178012417909148,0.15684717039456797
CRABP2,-0.1786788298554871,0.15684776856216331
RP9P,0.15417102437353236,0.15688997596325133
CERCAM,-0.15137414261573134,0.1570331174258759
LOC646808,0.15671405093523028,0.1570987807505835
BAZ2B,-0.15860382987563604,0.15720401916153173
CETN3,0.17259444740565222,0.15724594022828575
DHRS4,0.14969693749547375,0.15726890580950986
GCET2,-0.1686169853275814,0.15729490911659802
CYP20A1,0.1755887453110887,0.15732821954193962
LOC390466,-0.16864362167637736,0.15735233603714333
BEX1,-0.1643919077136946,0.15738202321856015
CKAP4,-0.14434797521481713,0.1573882092014898
CLPTM1L,-0.17494146461638316,0.1574363581461042
STARD7,0.1462855490616768,0.1574434691854594
MRPL4,0.14870458669790843,0.1574990042142837
MAP3K9,-0.20148400425888635,0.15751897435219822
NFKBIL1,0.16984104086806262,0.15759122937056835
XAGE1C,0.18176907412460253,0.15760640038186582
C2orf43,0.1688844595525083,0.15767223071476247
TMED10P,0.17937796479881563,0.15772316714160806
HOOK3,0.15590412338651216,0.15778321222612576
LIPT1,0.14724803026665256,0.15800624829316637
LOC100125556,0.19132482239170923,0.15802148201741528
TSHZ1,0.1554185133619761,0.15803288088490422
PTPRA,-0.1594432235137333,0.15814922019056257
KCNF1,0.15248697276388157,0.15823203603008623
OR10H4,-0.15051739468291814,0.15832643273209915
SBK1,-0.18885656291745434,0.15847267467843462
MCAT,-0.15383498876055768,0.1585996264617227
DHRS11,-0.15681825749990708,0.1586609313140529
USP42,0.16956387825418862,0.15867728823543267
NIT1,-0.19683904592072743,0.15890580131804877
BCORL1,-0.14995773726447226,0.15890814130058323
GTF2H4,-0.15971645467974227,0.1590017109375075
LOC100129657,-0.19235156308924495,0.1590221929721311
HLA-A,-0.21136175366709686,0.15903464636177775
RNASEL,-0.16927428083734153,0.15912057660538798
KITLG,0.1709179622567394,0.15922516170127182
SIGIRR,0.15837379004105667,0.1592688160396588
PPP1CA,-0.1623639612193557,0.15936973940659388
SP1,-0.19274501805157307,0.15940835919040244
GPR1,0.17817000516381398,0.15947428412073783
LOC100133473,-0.1603783422536056,0.15950635597551333
SNHG7,-0.1860436210531038,0.15951480661049752
TSC2,0.18027144982777887,0.1595195869255634
PAGE5,0.16115519947035306,0.15954899109167964
P2RX6,0.17191659027630557,0.159563857961941
GLG1,0.15922498148412956,0.15960850055675843
SNRPN,0.20354233645475972,0.15961743661866717
GAGE8,0.15492963484588973,0.15962528787941271
DENR,0.19412390704668603,0.15982567019088
HABP4,0.17599760928722308,0.15986663797873532
SLC25A29,0.14932182994377552,0.15987798538013934
POLR3A,0.16953813225644865,0.1599282059101932
WIPI1,0.2799046743299556,0.16018768595577323
ANKRD23,-0.15219049342756463,0.16021682323652947
C17orf37,0.20690892044716058,0.16022522868325417
CAST,-0.17762561085044926,0.16026267699986957
VAMP4,-0.15970982232013764,0.16034866966991335
CALHM2,-0.15005414886801294,0.16040267770797556
LOC441191,0.14933808381751135,0.16059710374389488
CCNG2,0.2165036863893759,0.160675754992833
MTRF1,-0.1497190964393491,0.16071436050567556
TRAPPC2L,0.18009468449087507,0.16074803628598242
LOC90499,0.19425385842220866,0.1608323910786536
ATPIF1,0.21547650147081931,0.16083651119111714
RPL35A,0.15297481089902298,0.16093783925421212
PRKAR1B,-0.17332387327984122,0.1610043463702877
TCF19,-0.1466528745537934,0.16100665910111717
LOC652755,-0.1812252683786939,0.1610272133256404
HSPA1B,0.209379925050019,0.16102802610809422
VPS25,0.1469229325267687,0.1610489463773777
ATP1B1,-0.1481948922373011,0.1610912721388269
SNN,-0.21572777241146124,0.161115580212356
CRISPLD2,-0.1808542281624348,0.16118064662018783
AIRE,0.23240054750754702,0.1612471829837605
MRPL30,0.15608820784155952,0.16137796391114181
HIST2H4B,0.1487403482897367,0.16142886858499217
MPG,0.16696010998245292,0.1615128777753501
HES1,0.1560903540962908,0.16156418399530845
LOC100134291,-0.16354318973285675,0.16157629150258151
RSL24D1,0.16556951090498906,0.16165650020182787
WBP1,0.1804230208298243,0.1617378678346214
CDKN2B,0.15984564764757003,0.16173882039268855
SNORD65,-0.14834031434121098,0.16182660125601656
CYB561D2,-0.1614523642105059,0.1618744245322487
MUM1L1,-0.1532159147868004,0.16190688265649078
DNAJC12,-0.2092768207877862,0.16207797236429358
CBR3,-0.17222886083011968,0.16208810278414465
E2F5,0.15180908422735317,0.16210970180036297
ZNF823,-0.16007376877735968,0.16216227445749964
SLC38A9,0.14707149760892335,0.16216755491602694
ANTXR2,-0.14775205879187592,0.1621981522677062
MIOS,0.16004966793386188,0.16219944836588798
LPCAT1,-0.15476161016658452,0.16223680497644996
AQP7P1,0.1685824516120995,0.16225081277769965
LOC647326,-0.14792657632596828,0.1622770331784856
DIAPH3,-0.16684712604387286,0.16232130907883768
LOC647150,0.17677810506787672,0.16233102423609558
SETD1A,-0.15721634281872454,0.16244317741347183
FLJ38723,-0.16228390704238915,0.16255308777768487
ATG7,0.14730380783212027,0.16255973738788065
FIG4,-0.14614858456715574,0.16260625332064094
AMMECR1L,-0.19300591242170917,0.16263084895259455
BRCA1,-0.19450134005944264,0.16263439900737017
LOC642741,-0.1614688630106631,0.1626809666551348
STUB1,0.17155478199704355,0.16268885099015212
JMJD1C,-0.17263794700079238,0.16277106614699116
RTN3,-0.15551638182181549,0.1628496755357317
COL1A1,-0.20673803144785552,0.16297094995072706
FARSA,0.14746574144074565,0.16305937502016893
SNORA6,0.15043914388954605,0.16321307817024464
ERC1,-0.17538303525197652,0.16322768917274277
CSDE1,-0.18068408154435467,0.1632996084453594
SNX14,-0.14846056377518835,0.16336129386211404
PEX16,0.1482728936889801,0.1633646293221433
COX7B,0.16287384467405808,0.1634341771768435
ABHD15,-0.16960013260503537,0.1635155509028056
REC8,-0.1556991829540637,0.16353804011410136
TNRC6B,-0.2506488578532835,0.1635678541876992
FAM90A3,-0.16785162037729595,0.1636666769093405
S100A13,-0.1580047477275528,0.16376558711701095
ZBBX,0.1677498916226421,0.16377091017268539
NXT1,0.15275962530355258,0.163878702152295
LBH,0.16523749284510192,0.16389173137537924
HSD17B7P2,-0.1859026204384131,0.16398471748970686
SEC16A,-0.1798763610095353,0.1639965328100177
WBSCR27,0.16259682545333565,0.16400764857761377
S100PBP,0.171082461066689,0.1641155423761981
LOC649864,-0.15335544653461497,0.16412750793931993
TM9SF1,-0.16091906502040576,0.16415503087434888
NRG1,0.163202385840993,0.16420817404421809
CHTF8,-0.1667576807134905,0.16424481436979113
C15orf40,-0.17543412861174534,0.16424954990918353
FBXO31,-0.1586242274684313,0.1643012082246609
DGCR6L,-0.15115524776078182,0.16434373864296237
LOC283267,-0.18286980979920564,0.1643797987275742
OSBPL7,-0.14795003005166585,0.16439692610741122
TGFBRAP1,0.16350773860033385,0.16446879843753429
LOC728207,-0.1617376142067677,0.16449602864760537
MRPL27,0.1417057907256325,0.16457857103242227
GAGE2B,0.15137894468127833,0.16458916309191182
PCMT1,-0.1467712559223049,0.16460044182400385
LOC100131336,-0.14772893789091945,0.1648551300298101
VPS4B,0.14657977446926473,0.165018725345853
METRNL,0.20362167283987986,0.16502787961685628
LOC646294,0.14365888269905014,0.16503191439420722
DHFR,-0.15049255557535357,0.165039976416603
SHCBP1,-0.1624294724387063,0.16505727224063133
USP44,0.16712304550788737,0.16515388168417017
LOC441426,-0.1434707292631927,0.16527855252945298
C6orf72,-0.1509516646010276,0.165346852796095
PRKD2,0.14279913094686414,0.16536992003060524
PTPLAD2,-0.17194620646376269,0.1654403817789371
MXRA8,-0.15645695093804513,0.165444332330068
TXN,-0.14406125378008383,0.16546560798029744
C9orf85,0.15454771206212214,0.1654880552375579
SMS,-0.148191359531193,0.1655619938883039
LOC642909,0.1549700198029118,0.16560035568185213
MTMR10,-0.14911925007929128,0.1656071179966788
LOC732075,0.19480065765236532,0.16565817542699932
HIST1H3H,-0.14192942417083731,0.16572155549278683
CSTF3,0.14707862081223055,0.16573189997933757
PABPC4,0.1450369278280519,0.16573228743529456
BAIAP2,-0.2082534507555538,0.16584569901013313
SPSB3,0.15156464931810376,0.16585026543319992
LOC653184,-0.14669150670166697,0.16592014661518537
KIAA1797,-0.18408626711246967,0.16597820968392304
HRIHFB2122,-0.15873127321299307,0.16598922546169823
STAM,-0.1641961669370886,0.16607630052737737
ABHD3,0.15454046472753102,0.16608203982124237
ACADVL,-0.1546896675068501,0.1661715040927912
ZNHIT2,0.15633510513604865,0.1662547418160833
LOC654194,-0.18820885273455268,0.1662603930552215
SETD4,0.15518754828762749,0.16628916390391923
SLC38A7,-0.1660927821128384,0.16632661078193997
TMEM56,-0.16575310162750867,0.16634888908000994
SRI,0.16082787567943235,0.16637320634838393
DNAJB14,0.15634471571424413,0.16641710212880648
PAWR,0.16830829393162539,0.16649898309052727
CORO2B,-0.1661812910394742,0.1666113616113784
LOC650029,-0.14605989951170706,0.1666171158445805
MFAP2,0.15436645887849032,0.16663470519255358
SMYD4,0.14575211637247865,0.16664018362999874
YTHDC1,0.1473519437467825,0.16665289836737837
TOR1A,0.15299192257384853,0.1666865019643599
RUNX3,-0.18957226584321862,0.1667055631865701
MORC2,0.1502662913841437,0.16670989601325378
DTNBP1,-0.14548817734756003,0.16677857915433872
NDEL1,-0.16279398644193055,0.1667933437146458
CPSF3L,-0.1533159616532913,0.16682151505495105
BCKDHB,-0.16081981157487313,0.1669883886590408
SAMD11,0.1903797214346694,0.1670093591776132
PIBF1,0.14836933526186957,0.16705475703878228
PLCH1,-0.19270416307365146,0.16712663474162634
ZNF22,-0.1701694472687869,0.1671471419283881
ADK,-0.1825951423963268,0.16718014332839032
TMUB2,0.15029914924240106,0.16736582607988673
NACAP1,-0.17850667572151302,0.16744212752965745
LOC100128892,0.1504439764050689,0.16748929747741084
CCNL2,-0.20876084556105567,0.16752252462267564
EIF4H,0.14605141241944786,0.16758421796996953
SF3B3,0.18300926822972663,0.1677010477426803
LOC642236,0.14965928631455405,0.16787037454107198
GCDH,0.15608382690127343,0.16803478249934276
TMEM17,0.2614581145973922,0.16805395638446594
XIST,-0.16053725143418252,0.16808968665061044
HPSE,-0.1580250165535837,0.16815760373663682
MMADHC,0.14317687155821623,0.16818258203278932
FAM133B,0.15475168368826075,0.16824637017167945
GNAS,0.14621277002863664,0.16828382778547965
LOC653773,-0.16206682963612806,0.1682867587707028
ZNHIT1,-0.14729641945406513,0.16830530628246984
ARHGAP23,0.14423515208557625,0.16830651284607187
SDHAP2,0.1717330059068729,0.1685869986847863
LOC147804,0.1935822211372109,0.16859338553367487
NR3C2,-0.17962917166722558,0.16869155317581527
CPEB1,-0.14622652231074085,0.16870133795621786
IFI6,-0.17424468804619409,0.16876296105173097
LOC652968,0.16764532928569054,0.16886839364228273
TMEM11,-0.15523944523618027,0.16892383448578466
NCOA4,-0.1510269739588317,0.16897128973799186
SGCB,-0.18331894210325483,0.1690723656406334
SLC6A15,-0.1568477058407174,0.16911172279529774
HAX1,0.15128434029910842,0.16912279345968828
FAM127B,-0.18684651417584508,0.169137252682724
LOC647037,0.1625058988949064,0.16925742861795953
HDHD1A,0.1471218248427988,0.16948706970158672
ADAMTSL5,-0.15895615282260778,0.16965550402507648
ZNF282,-0.155566164489648,0.1696721134040975
LOC402057,-0.17378490305799055,0.16972762369078168
FAM35A,0.1421734896870248,0.16974437077426177
ARAP3,-0.15248401069914763,0.16975344418542668
LOC642921,-0.14304061360469955,0.1698178015927172
TRIM16,-0.15118234079586745,0.1698241721247155
RASGRF1,-0.17788630446946296,0.16982532555733687
BAD,0.15995042024764405,0.16984949018707132
SLC25A37,0.1433618822914653,0.17003777842301587
DOLPP1,0.14026694712086396,0.17008785824909017
DEAF1,-0.1712109240172639,0.17012054671652052
FKTN,-0.24149459857976296,0.17023719379232044
ASB6,-0.15882876968394122,0.17028625975002545
LOC729255,0.16552394791115077,0.17030366618136392
LOC791120,0.14787167026763193,0.17038797515368495
LOC727924,-0.14850984396527522,0.17038900254054118
AMFR,0.15430850378530803,0.17045682851903454
SREBF2,-0.15102574462438945,0.17048823870573532
CLIP2,0.16826994718536703,0.17052100906998627
OLFM1,0.15206511861434624,0.17056246649214576
C9orf156,0.151575991559044,0.17066796234820855
MCTS1,0.15082644358226283,0.17069949954502714
GRIPAP1,0.14547598417325158,0.17074137070265866
MUTYH,-0.1576752188760553,0.17076316397274524
LOC390354,-0.18294483870026745,0.17092182927582192
CPD,-0.16948827610991657,0.17097980685217384
TULP4,-0.1700470226269255,0.17099479196374692
STARD13,-0.14709665063399058,0.17099891179206272
LAPTM4B,-0.1494512976190716,0.17100403871862474
CTDP1,-0.14773146181456198,0.171060641761155
LOC648659,-0.16474220367058123,0.1710857311127859
LRFN3,-0.14339040807111125,0.17121984521888295
BTG1,0.16639187631032826,0.171403232352299
PARP10,-0.14847620303477704,0.17141513137405195
BCCIP,-0.18231742907638449,0.17144155434858277
C18orf21,0.15234237060234257,0.17148936997190764
UBXN11,-0.15708170586948977,0.17170412451727238
GLE1,-0.14964784755364935,0.17182339066533545
ATP7A,-0.15229284045126246,0.17186000279286617
SELS,-0.1645054605761329,0.17188712695786534
EPB41L4A,-0.19130372754510816,0.17208738136625928
PRDX5,0.2022860315201953,0.17210791988655094
LOC100130123,-0.15992372891492757,0.17211656051659935
ZNF417,-0.18099764131114693,0.17215227639917202
LOC728026,-0.1985136638194298,0.1721594017602738
RAB43,0.16388193394159867,0.1722527756708017
LOC652389,-0.15925295885423818,0.17236735632720904
LOC644640,0.14246705839578588,0.17238983572739658
C14orf102,0.15165195406778054,0.1724608750608225
F12,0.17220757592954783,0.17261254577305107
TSEN34,0.1434987824545093,0.17262069371299046
LOC100128086,-0.1520783545251092,0.17262716741831644
NAIF1,0.17823253384393656,0.17275690965802604
SERPING1,0.14966801990784262,0.17278325659750418
NR1D2,0.16150360563730803,0.17289077375219442
RAB26,0.1663154516790062,0.17298929987448275
ZNF594,-0.17533601345433425,0.17315640733885831
GSN,0.1826815292654036,0.17331422580585967
HOMER3,-0.14666811761359178,0.1733257879642711
FAM86D,-0.14201919464554358,0.17338542413861996
DYNC2H1,0.17303317119028794,0.17351402050985257
C9orf23,-0.14223305991265534,0.17356435777932883
ARL5A,0.14479816215454733,0.1735797858187319
FBXW7,0.15813579942677602,0.17360972309022696
C1S,0.1563878060810424,0.1736558536547487
DCI,0.15679262571155483,0.17372008348970575
GTF2E1,0.14775269216205889,0.1737681349321119
DYRK3,0.1678856300260323,0.17386084976495114
FAM49A,-0.18115074664062725,0.1738825191769701
BCL2L2,-0.17674267094387197,0.17392624670375645
DYNLL2,-0.14264544800055212,0.17394548993408718
ADAM9,-0.14646732752549685,0.17401933240197381
IDS,0.1653556350698775,0.17403041533465838
EXOC6,-0.15337523807111353,0.17408910553979018
NID1,0.16433693615303735,0.17442359963216067
MRPL33,-0.14970024174460939,0.1744439343994283
C6orf173,-0.15158208682798247,0.17445187515753793
MAGED1,0.2159855547467302,0.17447541594435664
NOMO1,-0.17473744119732437,0.17459385574367753
PSMD3,-0.155612900675969,0.17480501532446646
LOC400890,-0.1636670761661314,0.17481791299010102
EHHADH,-0.1453981899786223,0.1748395318558597
LOC728620,0.1916446529129363,0.17487980623477678
FHL2,0.159012484138076,0.1750188010596372
ZNRD1,-0.16229412410238098,0.17502741127237045
RPS24,0.13972568413261754,0.17505730122837385
LOC100132553,0.18320012600581315,0.17519047978850238
NECAB3,-0.1410908554909014,0.17522989393374408
FAM129B,-0.14364207286397424,0.17530222252616487
LOC729985,-0.16578186481509327,0.17542810236239376
LOC100130598,-0.14761551207784063,0.1754484658006396
LOC728249,-0.14994598975664886,0.17566540330373392
TIMM23B,-0.15248440938960606,0.17571921862718942
SNURF,0.21123227010349055,0.1758451594660901
SERPINB8,0.15159318446203507,0.17588581741455928
ANKRD26,0.15465781349623065,0.17593042446543514
FES,-0.16775359299861314,0.175933797997549
LOC645138,0.1509902700112118,0.17600453711901262
ADAT3,-0.15647549569159924,0.17604108802041077
ATPAF1,-0.15244530918877786,0.17623577635944954
ZNF324,0.15242657819148153,0.17630719226287192
RAET1G,-0.16204591751117547,0.17631166769614792
WBP2,-0.19938259594566432,0.1763998411514593
C7orf52,0.16413847893429612,0.1764113220204154
XAGE1,0.15192164243893025,0.1764164818855749
FUT11,-0.1456738720932762,0.1764398266955811
LOC645563,-0.15073924320939813,0.17645752041983248
LOC728060,0.14838285205297908,0.17648341299146106
THEG,-0.1603980125863682,0.17648663195188624
ZNF649,-0.1399335429264168,0.17664837168905093
BBX,-0.17110362799269296,0.176650926054658
CBX8,-0.14379806224259628,0.17672097145822332
C6orf66,-0.17115781144396358,0.176721417140162
NHLRC3,-0.1392668652202298,0.17675245975105855
NARS2,-0.14481072016994645,0.17680482166034578
ALKBH3,0.1539377551033727,0.17681560020648415
ZNF385B,-0.16327201110640743,0.1769316091665873
PROCA1,-0.14370401443050795,0.17694041951059242
ZC3HAV1L,-0.1827890457457082,0.17700340995552796
GCM1,-0.1662444727061816,0.1770591551514471
ZWILCH,-0.16638780750778182,0.17710799494006746
KLK6,-0.16304321065019867,0.17714156683896518
SCML2,-0.14283076593382038,0.17714875415790238
KDELR3,-0.149694346862022,0.1772084866398502
ODC1,-0.2083241519247263,0.17725192371520027
PCSK1N,0.16550222862352904,0.1772703811993045
CCDC120,-0.16306950556315325,0.17738606878312072
CENPJ,-0.14661926461836394,0.17745329496893567
ZNF512B,-0.14808193794698354,0.17752593688307897
SPAG1,-0.14753805193728287,0.17766944522202985
CCDC124,-0.14773252722445918,0.17775030922051932
LOC196752,0.17257948821356717,0.17775984145537832
CDK5RAP3,0.16091570617417084,0.1777940235903972
C11orf48,0.15307307313907437,0.1778523502372328
C4orf39,0.1418331802242907,0.17811166670500436
FASTKD5,-0.15423766494101798,0.17818047815940938
TMEM185A,-0.1416312732254923,0.17827724604652542
MAPK1,0.14151278604974138,0.17843557715687758
FAM168B,-0.15234436791123684,0.17845499916955396
MUC6,0.15155204784924958,0.17856255825608458
TPR,0.1592374913225374,0.1787765716014948
PHACTR2,0.16454767061576803,0.17881145281918168
CDKN2AIPNL,0.24221243075416332,0.17881954926088056
GTPBP10,0.16777214145874897,0.17885576577900197
CEBPD,0.22883754275176216,0.17889227293072446
ANAPC1,0.1503311887433565,0.17897266236972637
TGM3,0.14521745875157333,0.17911157574372177
TMEM126A,0.14540004975501297,0.17930193214264817
FAM39DP,0.1727574315285949,0.17938502348134752
ANKRD20A1,0.15962783155215732,0.17940638109676874
ARL15,0.14710667386885046,0.17940847841655977
MYL1,-0.15382066727858135,0.17949968139203104
MRPL1,0.17119680756721678,0.1794999492885385
GBGT1,-0.16680687512670112,0.17954162965451614
ORC5L,-0.1471658285016071,0.17957043092715808
PIK3R1,-0.1472379215408397,0.17965135301438334
LOC651380,-0.17112994881535837,0.17967188580928992
VGLL4,-0.17131686132152169,0.17972861020243142
CHEK2,-0.18866631273259493,0.17977167081730933
CHSY3,0.14307821618824335,0.17981736741603546
LOC728417,-0.1442128800002953,0.1798450384814917
TAF1B,0.17438762696098564,0.1798562321440752
UBE2J2,-0.14944092156635147,0.17985844268593673
C15orf39,-0.14999241774473315,0.17988166016108814
RPL37A,-0.18676967361458097,0.17989185447139075
ZNF713,-0.15546860701071186,0.17996113031024352
MVP,-0.16821600205415344,0.18009098978325894
SNX5,-0.14580420227231095,0.1801038983365075
CDRT4,-0.14269173297485604,0.18012978114587297
FAM57A,0.14921570219371638,0.1801602302678486
LOC648000,0.14402297977719236,0.1802321696691185
HHLA3,0.1504369114045625,0.18034495703831685
SLC46A1,-0.1496556267919127,0.1804055418114008
CARS,0.1418328229836412,0.18042622612053966
TTC7A,-0.14841475399386184,0.1804285429032614
MDN1,0.14390646268589258,0.18043910994323398
AKT1S1,0.14987238084497445,0.1804580634253286
THYN1,-0.1449776723112901,0.1804943968688736
ZMYM2,0.1632175925468502,0.18051096653779045
C1orf135,-0.1418736226733337,0.1806380269787886
LRIG2,0.16373199190572496,0.1806824659787828
LOC100134537,0.17990258137737136,0.18068566511381196
GPR89B,-0.14992341395284647,0.18074240516912737
ZNF323,-0.18482947340153544,0.18078177893974548
DNAJC8,0.15345571738494534,0.18079031908333806
LOC100129342,0.15468054886415494,0.18104206370656387
USP46,-0.15198889810506433,0.1810614223694113
C15orf59,0.1504985238213905,0.18116340015182042
KAZALD1,-0.22396225350996968,0.18131894664803802
PKN1,0.14478647619007212,0.18139546764721468
GPATCH3,-0.17095827740094727,0.18148517182355287
FLJ20628,-0.13686672146084788,0.18153211829923566
LOC644096,-0.138345099150615,0.18155406542089442
C5orf25,-0.14396847909592658,0.1816567781897543
SETBP1,-0.14777753292231832,0.18169380848651934
CLK3,0.14783920333303868,0.1817625051622399
PRDX2,0.16744443797095698,0.18187932744991048
BFAR,-0.13864647568369293,0.18192002513285682
ABLIM1,-0.20979034599031365,0.18198063456195807
TBX22,-0.14232324681427588,0.18200191738960358
RAP1GDS1,0.16012320401701707,0.18204697199326025
LOC100133836,0.16750305136707588,0.18212101000269085
REPS2,0.16706263441173608,0.1821352424306845
HINFP,0.16402492558514403,0.18213952050402746
HSPD1,0.1565378590687363,0.1823342299224061
LOC728138,-0.18259185140116863,0.182342271108674
RIPK1,-0.1662445038605469,0.1823461626402355
PRMT3,0.15275648803129727,0.1823915674989871
ICK,0.15317719284215237,0.18239599431160003
MED13,-0.1512442920203858,0.18248726598466697
SPA17,-0.14536621496674584,0.1825481296576617
ICK,0.14795462768448076,0.18255298764049435
TTC5,0.1626401478662114,0.18260522920454939
TAOK2,0.15578229287517242,0.18281993138945138
LOC727848,-0.1428145704701178,0.18308851467022988
LOC727908,0.19918414476717938,0.18315537365960816
PCYOX1,-0.15713911883303489,0.18318636067308963
XBP1,-0.15175447919100016,0.18334002338330482
RNF44,0.1391056454457269,0.18334656063367222
C19orf43,0.14709762745244248,0.183458193160984
DLX1,-0.1417056881624612,0.18346147741871183
IFNAR2,-0.15132002030353853,0.18346972006689916
ETV5,0.19096116198349655,0.18349618273140036
NLRX1,-0.17998824734389096,0.18350414970721435
ELK4,-0.17439663761280322,0.1835221515199929
ZFAND3,-0.14084428874473964,0.18354575865660275
FLJ39632,-0.18455869536087732,0.18362721690303774
CTRL,-0.13700338642949017,0.18367358526841052
WBSCR22,0.14173021874915648,0.18369260256886488
PRDM10,0.15131738865519573,0.18383064150273434
PLEKHF2,-0.16751493848665966,0.1840524923161779
FOXN3,0.17967591069737843,0.1840558551266371
RFESD,0.15056888724226525,0.18417478297021736
NCRNA00152,-0.14538317236564247,0.18422732865432068
LARP6,-0.1758988770744665,0.1842754941223126
LOC100130624,-0.15247269393823704,0.184287808415246
DOC2A,-0.16498208465722985,0.18443098778328512
INTS6,0.14413938704107565,0.18460643114981395
LOC646439,-0.16155842722919278,0.18463764212085093
FATE1,-0.13769514901942692,0.18465277012199274
RCC1,-0.16617675400990706,0.18469233582339054
NCRNA00086,-0.1602127497454715,0.18470475160237843
LYAR,0.17418322411146114,0.18475901732133843
LOC727825,-0.14898795414916322,0.1847689877762509
FAM104A,0.14119164460386813,0.18477212124941977
MTMR11,-0.14595300502085706,0.18486156038208348
GOLGA8A,0.1597441640996129,0.18488808630806008
MYO7A,-0.14568734334065692,0.18491306586995837
CSNK2A1,0.15168764809408586,0.18497802857618764
DDX42,-0.1454167956717516,0.18502158995607304
CYP26B1,0.17313016858851782,0.1850377545477929
C3orf23,0.14244276275364953,0.18513766300304738
LOC388076,-0.14716631763321075,0.18519837946081152
MFAP2,-0.1429271717253835,0.18520314751432443
LARP7,0.15809554570555662,0.18531920754043335
TAP2,-0.18943793580358737,0.1853661391896148
MNX1,-0.16204276798625816,0.18539428830082424
MMS19L,-0.13748017533897716,0.185548156023208
SFT2D2,-0.15738740715438748,0.1855525561094515
CSTF2,-0.16794768227309653,0.18577345955154642
C14orf145,0.1426480997464088,0.18603246386935407
TMEM115,-0.14367954616102097,0.18604694304650743
RPSA,0.1428180981163134,0.18607432027990886
IFT52,-0.14507721273898255,0.18621508476716314
LOC649174,0.14265229526994538,0.1862899575922536
LOC648605,0.13818569821357585,0.18629932708480867
KIAA0368,-0.14052241541139843,0.18646445510562037
PCTK3,0.19240247675351974,0.18657929451238317
CORO1B,0.17287338967614652,0.186602972742156
LOC100131785,0.15868096871751725,0.18667695004177476
THOC2,0.15638219325026803,0.18685314539531944
LOC375295,-0.13907500614279655,0.18688575377843925
CYB5A,-0.1505762901456631,0.18690709709456985
ZCRB1,-0.1505106670164853,0.1869148092617255
MITD1,0.13591673311375452,0.1869203012026327
LOC648364,-0.14250737993862206,0.1869615100418852
AK5,-0.175095357796887,0.18704889528607982
ZC3H14,-0.1387147150771817,0.18707045958136484
TMEM70,-0.1553759848132925,0.18719547783403834
C21orf66,0.14805570764072673,0.1873283981650023
APOL3,-0.1374050274983638,0.18735074561356693
VPS39,-0.15837541376133757,0.18745581823753088
DPP3,0.1601222848586783,0.18750949360401895
PLEKHG2,-0.16342432315992905,0.1876559904129378
HIST2H2AA3,0.140506103732978,0.18768947881486192
SLC40A1,0.21185210886040906,0.18769405449216398
FLJ42627,-0.1540591294937359,0.18784517502944767
NUB1,-0.13947469773164833,0.18788287867602485
LOC613037,0.17856467542619114,0.1879011738088443
STX5,0.144401730158636,0.18796407647265242
RP9,0.1384676621897878,0.18799990675247474
USP3,-0.1475896304673192,0.18801909010938395
TIMM8A,0.1521005779272695,0.1880567131086787
TRIM61,0.1333657448797121,0.18808489497582162
CRYAB,0.2535162995958835,0.18809326494471948
SS18,-0.15799029011068466,0.18814010946808984
TMTC1,0.17307481804950875,0.1883239166538941
KIAA0922,-0.13546118213564995,0.188478984473652
SLC44A4,0.22340017512977894,0.18861116890804985
PTGES3,-0.23641653919046846,0.18877901524041615
ATG4A,-0.19224260001420834,0.1888967475346901
TGM2,0.14907026356953956,0.18900684720170038
