gene_symbol,logFC,adj_pvalue
PAQR3,-0.1554325590288883,0.18905823861639956
ZNF26,-0.14702213661226793,0.18916849229958116
LOC730496,0.2165223639570435,0.18929372025519212
ZDHHC16,0.16374795546284915,0.1895318846682675
MED27,0.1431095949599932,0.18981152781458116
TTC38,-0.15298958102071047,0.18988098676978848
TTLL1,-0.16771855779659273,0.19008589228220454
C10orf47,-0.14195972837781934,0.19010190678313005
LOXL4,-0.22368797418814168,0.190124892962477
YY1AP1,-0.16475709312253528,0.19031809076471226
CHERP,0.13712101025598855,0.19036352902762904
CHCHD2,-0.13434501289077438,0.19039495610153126
KBTBD3,-0.17070296235199578,0.19051968093251478
CC2D2A,-0.1466138198634681,0.19056711475706134
IQCA1,0.1630172691281686,0.1906619173953383
C1orf159,-0.1368659458658481,0.19066627255797672
KIAA0100,-0.14787804749048306,0.19076120215511266
RHOT2,0.13885413359273358,0.1908324693758733
ALAS1,0.15770282354855514,0.19093247520843165
AGER,0.14188464855063643,0.1909498513760078
TTC33,0.14287983455304332,0.1910707669030643
CALCOCO1,0.1984097120146684,0.1911642219398238
GPATCH4,-0.1576603028063266,0.19124489421633376
LOC126235,-0.16382993456769324,0.19126279768897705
BTBD1,0.17172279922932532,0.19130355364832713
CAB39L,0.16898869585509502,0.19147098460202888
LOC344423,-0.13982252983796695,0.1914964473209225
LOC652458,0.14753873454060695,0.19163098802398496
ZDHHC20,0.14199891401963516,0.1916752259336694
LOC100128126,0.1739532805468773,0.1917549880821457
RHOT1,0.13667187585321194,0.19177279645181816
HSPBL2,0.1781002716141291,0.19180321736298048
NME2,0.14974332716908734,0.19196124364850736
DEDD,-0.16370369872302248,0.1919993974858492
MAP2K6,-0.14273012426619758,0.19206853910910013
SEC23B,-0.14098239263810797,0.1920813779111593
LOC388588,0.1760893525762457,0.19209941896749821
LOC728428,0.1474549114789152,0.19213837285082938
BID,0.13758886984503782,0.19241047971869807
FLJ41603,0.15012021904174944,0.19260295185614812
CENPE,-0.2152594393587055,0.1926878470800916
UROD,0.13638896111693732,0.19270443021928177
ID2B,-0.13800928526847578,0.19290096939859794
THBS3,0.16320462480925002,0.1929074689182853
NOD1,-0.13949967027545362,0.19302562874090734
LOC641814,0.15335741320856222,0.19304439618528008
ADPGK,-0.1451397708932607,0.19308440802065177
ZNHIT3,-0.16097462926927442,0.19316667013819763
C11orf83,0.14639202735395607,0.19317110327267076
DDAH1,-0.14170726773325448,0.19319045468920115
LOC652900,0.14244724006535225,0.19327307746403796
CSNK2A1P,0.1342514909963075,0.19333352513053273
NOV,0.36396131595763315,0.19336984356680414
UCKL1,0.14167065695400538,0.19338350098726392
HMGXB4,-0.14329155464924526,0.19346238042034236
ASB7,-0.14727522006256244,0.1938279473623827
LOC100128326,-0.17273174549652381,0.1938453264648663
HADHB,-0.15040613657518165,0.1939433107581466
SNORA3,0.13319939099735212,0.19403025421215533
ABCB9,-0.14631761973749402,0.194069316968139
DYNLRB1,0.17828738505550668,0.1941724362079138
FAM162A,0.14701448311706855,0.1941842317196021
UROS,0.17544085400326637,0.19461938166697604
C2orf30,-0.15197758141378515,0.19470638881186245
MEA1,0.14275670182036393,0.1947106806288356
CLEC12A,0.1451042980062267,0.19480010602993295
LOC729799,-0.1317584960032443,0.19484371631417738
LOC642446,0.15443225376680214,0.19503131008735386
DNM2,0.17822125309165227,0.19507662412005722
CNOT10,0.1509283868853437,0.19514399252144463
GGCT,-0.15057041968432472,0.19519868794426762
HIST1H1C,0.1354656388867177,0.19533394103698123
CD97,0.14753488758512745,0.195385165016718
CREB5,-0.1499028369397708,0.19545665736887205
PIP5K1A,0.13942296702482526,0.1955917111921326
APBA2BP,-0.13677329537372174,0.1955924526542297
HEXIM1,-0.14259910700311362,0.1955936000935702
DUXAP3,0.24275189524061425,0.19561634289659907
TAX1BP1,0.1431729468175007,0.1956932459830515
SUCLG1,-0.1413217282975161,0.19576444371104595
ELOVL5,-0.1683143639043827,0.19578631784707165
KIAA1751,0.15674586185369588,0.19588728112548298
AK3L1,-0.16719516961608605,0.19589244870528594
SLC25A24,-0.1440122638718373,0.1959432220212151
PDS5B,-0.13803507476389143,0.19594364923979388
OGFOD1,0.1508754107389585,0.19594424960908738
RNH1,0.14479517838824485,0.1959673600449288
LOC643201,0.14265519935153925,0.19602276165827634
TPD52L2,-0.15726782138230355,0.19623088038257266
EEF1A1,-0.14781895270666112,0.19624687780795014
KIAA1660,0.15202587200982443,0.196333900698097
CENPO,-0.14834144029833318,0.1963712944564029
CLK2,0.14038154442018858,0.1963747701636183
SAR1B,0.1368366864629813,0.1963808156793571
PRAMEF13,0.14574563028355492,0.19646068528299765
ZBED5,0.1506442672678805,0.19651047358813709
RNF141,-0.1539127504167439,0.19656366630475514
MTBP,-0.14982007812823728,0.19667770562542394
RNF14,0.1429337648727671,0.19669311284394858
MGMT,0.13261723172636053,0.19679502805656995
ZNF621,0.15145455567861532,0.19685353329545185
TSPAN6,-0.1325016169391855,0.19693374817663892
EFHC1,0.1361860446068377,0.19698942900551772
PTTG1IP,-0.13385355008359134,0.19703951504977824
C12orf23,0.1696368118664422,0.19706021614840696
C3orf31,-0.1369789613032637,0.19713089528421668
TMEM194B,0.14375195377463168,0.1971936420790837
PIP5K1C,-0.1410713447904257,0.1972080741617877
CALD1,0.18679681751433108,0.19721390351804513
SEPT4,0.136578883742712,0.19722818255855862
SNORA10,-0.13954739717098263,0.1972947874873
LOC728484,-0.1569237347270871,0.19732553074845993
DSTN,-0.14148697323885528,0.19745514914054685
LOC729559,0.14498206652034185,0.19749256233037124
ZNF565,-0.13380176629349627,0.1975391087867917
AHSA1,0.14807476569894717,0.19758059133293285
LOC644914,0.1374634028912496,0.19759729344969595
SIKE,0.14518085733387398,0.19772903547063744
LGALS3BP,-0.16360001738768304,0.19775421056495096
GALC,-0.1338590707337346,0.19780549791737517
ACVR2A,-0.13648179628817925,0.19786171299733188
PCDHB9,-0.17390644881314898,0.1978637603351879
MRPL47,0.15092186295769672,0.19789206908408177
PRR4,0.20114781137588622,0.19792858201620403
EFNA4,-0.1403977314938878,0.19793313365227383
LOC729355,-0.13283455437560754,0.19795052868658125
DDX39,-0.1372450140049395,0.19795445985866003
ASTE1,0.1348735252699873,0.19798489328180766
C11orf70,0.14867673687070315,0.1980551939786441
TAPBP,-0.1626066773956314,0.19825443704607065
SDHALP1,0.13312494617797466,0.19828215404203647
CCDC144NL,0.1487673486865253,0.19829093162703215
PELI2,0.14012044924433198,0.1986848636217758
LOC729086,0.14635349237898687,0.19873160531448306
TCN2,-0.13467662982920015,0.1988422391964336
WDR75,0.13830814686153126,0.19886762272348732
LOC728064,0.13922524524344748,0.19915547387054403
INTS8,0.13043328718804847,0.19927940976637648
ATP6V0E2,-0.1758407183152002,0.19935058116892307
USP33,0.14502492578138337,0.19949003404998372
FAM177A1,0.1876425445150538,0.19961496147874544
C17orf71,-0.135539644298607,0.19962820423170285
DHRS3,0.15475514042649152,0.1998212301721788
DCPS,0.15169530599807501,0.19983796134947193
ZNF326,-0.16657027728630602,0.19987016278418604
POFUT1,0.19769603007449987,0.199898067369376
SNORA17,-0.16532995476025913,0.1999354801690484
LOC727948,-0.14926333652886736,0.1999966288653995
PLCE1,-0.170230946700487,0.20000985733711749
GNGT1,-0.1381237399162485,0.20002904271021024
CKAP2,-0.1407414563444327,0.2000421293194232
TMC6,0.17786649887673445,0.20007345547788102
LEPREL2,-0.1522684248291135,0.20011657086430293
MUT,-0.1353605169992722,0.20012291609441857
MBIP,0.1480898364215948,0.20020350446026625
PPDPF,-0.14446014157220155,0.2002681550443679
WDR20,0.13819966573355735,0.20030875406593251
SPG11,0.16610488160786918,0.20031219755723745
FLJ32810,0.14334361243602967,0.2003954213352801
RNF215,0.155693678444778,0.20079497547887853
FYTTD1,-0.14418033726010382,0.20080366319327034
NUDT1,0.1478935423562362,0.2008926447146264
CCDC58,-0.15306269714664467,0.20089948886834277
C19orf12,0.13244064790762256,0.20093065623529213
RUSC2,-0.14828913987870074,0.20096770044270745
DCAF6,0.14990066948138736,0.20098900568852857
PIAS4,-0.14616141297836904,0.20106859429073903
PKN2,0.18127352764429983,0.20108312097619319
CLK1,0.186657734836297,0.20118486930369986
SLC22A15,0.16465769294039934,0.20127645738153108
LOC729082,-0.16131553733737825,0.2012828627294499
CHST6,-0.1424882175162212,0.20136004909305952
PRPF40A,-0.14299516164780535,0.20142485512449163
ACTR1A,-0.1403948757387088,0.2014502555661971
CKLF,-0.14081195881458441,0.20149565712293183
RAB5C,0.14173131949176287,0.2016117350830099
ZNF517,0.13497469742944723,0.2016286877174595
EIF5,0.16149327674229497,0.20167033967968548
TMEM45A,-0.13766781243908888,0.20174818934329553
CTNS,-0.17212241605516532,0.20191016824856323
ZNF462,-0.1853779112283327,0.20194786468999096
PSMB7,-0.15467874020886185,0.20199088255797712
HNRPM,0.13424704848300273,0.2020622696382318
CTSF,-0.14433607146390415,0.2021089564450717
C17orf79,-0.13528142053513648,0.20212804583858296
LOC100130070,-0.13865869929477093,0.20215328003037453
NOTCH2NL,-0.13868216413426815,0.20228997597480602
MRP63,-0.13427537839015624,0.20248119017000552
LOC646869,-0.13516948284189656,0.2025036348781091
GFOD2,-0.1424327920701085,0.20257327765267755
LOC728809,0.21711886127143742,0.20268264042126896
KIAA0831,0.14880999750141122,0.2026864478316217
PAQR6,-0.13926033309241248,0.20275111634956955
PARVB,0.1771255821802189,0.20282152051199936
APOOL,0.13899835159449836,0.20290969999081004
LOC730534,0.1445316677155173,0.20292276931842518
LOC647474,-0.15038143669761972,0.20296628712458498
ITGB1BP1,0.16318867914192658,0.2029665699259005
CENPM,-0.16268491692984455,0.20308658013982703
DGCR6,-0.16847096893588365,0.2031736801618896
SORCS1,-0.1456811588040221,0.2032345073267301
GTF2E2,0.1301386340480164,0.20325335434514938
LOC728537,0.13817054726327616,0.20342694055293703
IKBKE,-0.1482290495577745,0.20351656428934695
RNF150,0.18109247181266586,0.20353716208857336
LOC652492,-0.15980526718198274,0.20355533511536789
NPM3,0.14480604160686994,0.20361540226434424
ORAOV1,0.1319817474462841,0.2036261764582859
CNIH3,0.15958176149575376,0.20381295691191947
TRIM13,0.1740591676287977,0.20388210925771938
RPS6KA6,0.1344741559644902,0.20394101848128038
HUWE1,0.16716753162872777,0.20399458040845875
MTMR14,-0.15276430747391068,0.2040911582169378
HOXA5,-0.15816420874547443,0.20417692878566335
BTBD7,-0.15957965145500275,0.20426360468912372
LOC653166,-0.13705423751953116,0.20462097707296112
TXNRD2,0.13198634756002114,0.20464185315302819
NTAN1,0.14013547548734273,0.204664803648882
MTMR15,-0.1425995574342851,0.20478655086979586
LOC653366,0.13749329100947705,0.2049715004255034
VPS11,-0.15715713146927346,0.2050189435652868
LARP1B,-0.1589460897561974,0.20510141978724472
DEM1,0.1942986001154754,0.2051265927466053
TMEM143,0.14700469018280593,0.20528387544613405
DDX46,-0.14780013198304776,0.20532140106511998
VBP1,0.14579380596027214,0.20541612418371125
C12orf48,-0.15628625670948804,0.20546598591973614
BRCA1,-0.16378027783123628,0.2055061213843354
LOC728499,0.20465817727498248,0.20551111697702434
LOC100128760,0.14600688487087776,0.2055604182608087
HNRNPH1,-0.13899186345807557,0.20559147027340965
LOC651894,0.14413315482691047,0.20583171357408467
KHDRBS1,-0.14465778820922282,0.2059395418035148
TXNDC17,0.13657241954004995,0.20596157874666376
NDUFV3,0.1483172385229432,0.2064973382340865
RANGAP1,-0.13771814751090794,0.2066763834577075
ARRDC2,0.13813848005797347,0.20675410901244504
TRDMT1,-0.1420178366922169,0.20694330282850493
KIAA1285,-0.13663230783347657,0.20696572569461283
MID2,0.15529939358961276,0.2069902528194223
LOC730012,-0.13362583814594942,0.2070118729909447
MRPL17,-0.14349549608430046,0.2070214622623871
LOC727994,-0.1544909129732881,0.20715383633076384
VPS13C,0.14135262151287975,0.2072287385945681
RPL11,-0.13890614890801167,0.20726250027202717
LOC100131323,0.1437659410647445,0.2072846234083287
LOC100129580,-0.14215862687282232,0.20745802979245698
LOC727849,-0.14848114318170325,0.20751035972060544
PIP4K2C,-0.1711364797118673,0.20752954140119395
RN7SK,0.24602135465829633,0.2075473279037054
PLK1,-0.13447344336874956,0.20783810075311498
TAGLN,-0.14019763438850763,0.20784947688257657
SPANXE,0.1632656950501712,0.20786586476227004
DEPDC5,0.14061634792754507,0.20795944581148817
DDX11,-0.15339752379663452,0.2081859943698592
NEK8,0.14841641141484363,0.20830229651587326
MAT2B,-0.14912275766644356,0.20831226257734003
KPNA4,-0.14115224959410533,0.20839191743755214
SEC24D,-0.14923227619796275,0.20842945491508058
MGA,-0.15604419328520702,0.20847354051114605
ACO2,-0.16564149010746654,0.20863368091173165
PTHLH,0.15251197856380472,0.2086984681215281
LOC389405,-0.196525205830544,0.20875115365433208
KRBA1,0.14165435654414793,0.20876064590981444
ZNF268,0.16377854542697712,0.20882800844201574
LOC145783,-0.13152167884413046,0.20883044783285143
KIF21A,-0.15957321053083007,0.2089830053081239
FLJ36070,-0.14541395152866166,0.20900935754248
PSME1,-0.1376695779866539,0.209170739767753
GMEB1,-0.139527350504002,0.2091848541114411
APEH,0.1576491573819645,0.20918867422471693
ERAL1,-0.1360051838761578,0.20923056146429236
NBPF8,0.32160211906453284,0.20923504331862686
AP4M1,0.14570371875629018,0.2093012999756436
UPLP,-0.16882642390868519,0.20936661836815595
RNASEK,-0.15884720555197163,0.20937416794374938
CTNNAL1,0.19720516226170126,0.20941199784392683
LOC653314,0.15405382996267392,0.20942080576036842
GRIPAP1,0.17519616416111639,0.20944739276692267
DHX36,0.13397300053305017,0.20949192989170673
LHPP,-0.13942037310554767,0.20950574142626555
LOC641996,-0.15239257777757675,0.20967361555361885
BRD7P2,0.13119982051647483,0.20972034899532926
ZDHHC2,-0.1350335871232069,0.20977561012357387
RHBDF1,0.16854775283075973,0.20997259874465582
CEP27,-0.18895469547030252,0.2101332505817909
C17orf65,0.15549559558935666,0.21031556891585287
CMC1,0.14535126991926717,0.21032462740944927
QPCTL,0.1602612032295001,0.21034613378726008
HNRNPK,-0.1402913203350522,0.210347192227326
C12orf31,-0.14200234041411264,0.2104834527391838
C4orf23,-0.1341618973643861,0.21049862913186163
LOC220729,-0.13613392164058435,0.21056738002185524
APOBEC3F,-0.1747716442684828,0.21060307351664825
RNF7,-0.13174875019224874,0.210657493065474
ZFYVE16,-0.1367696174313977,0.21074679426299672
LOC100129608,-0.14382998578364514,0.21081979388206762
FLJ43681,-0.14092156110991105,0.21086627427104898
EHD3,-0.13670460796566086,0.21086692196279397
KNTC1,-0.1716601106223674,0.21086779769595748
SPAG16,-0.13348981269904048,0.21094970008471164
ADRM1,0.13357062769602202,0.2110207439343958
SNRPD2,0.13771859672680975,0.21123212627598822
SPG21,-0.15308428635432136,0.21132221578827934
C17orf85,-0.13495827775519587,0.21132860257806826
ZNF74,-0.14001389380819873,0.21134066104860855
EIF6,0.13742315562914698,0.21135819855809224
MNT,-0.13554179565079316,0.21136724395586326
LOC729603,0.21146474003240456,0.211446610638579
RPP14,-0.13338751482617806,0.2114931559704483
LOC653210,-0.14792747514822313,0.21152753123801044
DYM,0.132210242093743,0.21156251068809942
RNF126P1,-0.16705548428386496,0.21171786892428957
NUDT11,-0.13116516107641552,0.2117904533412371
TMEM104,-0.14137333197189328,0.21183026071658548
ZBTB38,-0.16139210281293437,0.21184580521297344
UTX,0.13702653800508635,0.2118918949529391
IRF2,-0.13077032958606605,0.21199877956304095
C16orf54,0.1520363008582013,0.21204093745763475
PARP1,0.13291197647519049,0.21215300224572292
LIMK2,-0.13754859928408614,0.212236200946149
DLK2,-0.155081990727874,0.2122416340026783
LOC654121,-0.15839858096769355,0.21225559787923312
LOC729852,0.1308438140425121,0.21230529045456942
BCKDHA,0.1629535392193091,0.21231337174900866
TRMT11,0.1295771102833836,0.2123449670876155
LOC647104,-0.1475366662055153,0.21240995725043604
JARID1A,0.14993689606276206,0.21243482491479562
CDK5RAP1,0.1343762265145383,0.21248333031858183
KRIT1,-0.1675525276758929,0.2126016156453277
C3orf50,-0.1326564987568002,0.21262641556661918
TBX3,0.14628965052915444,0.21269786095119497
C2orf18,-0.14891332480764952,0.2127486266665467
PJA1,-0.13978407555601802,0.2127579722045303
TMEM106A,0.14835850841012732,0.21277602170282425
CD3EAP,-0.13004665370768542,0.2128223789814584
WWP1,0.15849857246200116,0.21289683060152556
IL17RD,0.21980711499694294,0.21289793534088364
ZMYND19,-0.14820292025757098,0.21293510428246615
PTPRA,-0.13486712818812308,0.21296014210600694
TADA2A,0.13072352821539468,0.2129791332762588
AR,-0.14861678788508925,0.2130266531548231
SMARCA4,-0.16757120888135546,0.2130812611920776
YARS,-0.13603935101661335,0.21313521183661965
AADAT,-0.13803223806058718,0.21321161214500792
DTX1,0.1427344029865445,0.2132299226567801
LOC641298,0.1295558949661615,0.21333210254984153
BCL11B,-0.14706291098069268,0.21350080920329503
SPEN,-0.1797383957647405,0.21365287304879085
ARHGEF12,-0.154876774738832,0.21372443364647628
LOC727914,0.14144678305337433,0.21386100957177073
AP1S1,0.16254035739136086,0.21398947680471658
LOC731751,0.174049773957476,0.21406306591014268
SPAG4,0.13412765408271277,0.2140710470823025
ZNF143,-0.139578589832281,0.2140898234097805
CENPK,-0.1491481186401593,0.21409100803515832
LOC644191,0.13580768219302808,0.2140970663055266
KPNA5,-0.16164318935818578,0.21411371484324399
REEP6,-0.15347141227720495,0.2142988026124107
GPR177,-0.14482328688829682,0.214624955031794
TXN,-0.13187210317612852,0.21463696132145105
CXXC5,-0.12913178522616597,0.21481107374399322
LOC100131387,-0.1663301806562938,0.21495773261465986
ANAPC7,-0.13542069283685443,0.21501175566197725
LOC644923,-0.16195256061842134,0.21503358993990487
CHMP2A,0.13776633084210665,0.2150473422572512
ZFYVE1,-0.14206365807735732,0.21504905933924068
MLL5,-0.1667169468069254,0.21507748558499967
LOC653086,0.1885991128030895,0.21519057159992866
FAM86B1,-0.14986214550912447,0.215282650563577
TMEM93,0.1377780982242367,0.2152965679639467
SLC6A6,0.1589591490526594,0.21555164400756627
APAF1,0.18782243651781627,0.215628886330319
ANKRD50,-0.1420978598519893,0.21567066332961213
AP2M1,0.1573743921917483,0.21574303030643338
ZMYM1,-0.13500657836849506,0.2158848244683614
LOC389141,0.128692657532687,0.21590276094688096
LOC100128737,0.16795485148526623,0.21594538651271478
PTRH1,0.12969354772455333,0.21606649148847118
MSH4,-0.13247300273402374,0.21613182213305682
ATP6V1D,0.13276527507429847,0.21619847892041344
CDC2L1,-0.15138947540455838,0.21619888792608888
PAPSS1,-0.12628781539360823,0.2162587637596214
CEP76,-0.13165733445797656,0.21626701529955478
LYZL6,-0.1650238364945924,0.21627843885927492
IL21R,0.1594804364264366,0.2162918142841446
PORCN,0.20848421824651275,0.21635503260412697
